_id,code_snippets,constraint,description.description_img_source,description.description_text,examples,kebabCaseName,name
63b598458ad4593d6b7b021c,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""# Definition for a binary tree node.\n# class TreeNode:\n#     def __init__(self, val=0, left=None, right=None):\n#         self.val = val\n#         self.left = left\n#         self.right = right\nclass Solution:\n    def isSubtree(self, root: Optional[TreeNode], subRoot: Optional[TreeNode]) -> bool:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * Definition for a binary tree node.\n * function TreeNode(val, left, right) {\n *     this.val = (val===undefined ? 0 : val)\n *     this.left = (left===undefined ? null : left)\n *     this.right = (right===undefined ? null : right)\n * }\n */\n/**\n * @param {TreeNode} root\n * @param {TreeNode} subRoot\n * @return {boolean}\n */\nvar isSubtree = function(root, subRoot) {\n    \n};""}]","

The number of nodes in the root tree is in the range [1, 2000].
The number of nodes in the subRoot tree is in the range [1, 1000].
-104 <= root.val <= 104
-104 <= subRoot.val <= 104

",null,"Given the roots of two binary trees root and subRoot, return true if there is a subtree of root with the same structure and node values of subRoot and false otherwise.
A subtree of a binary tree tree is a tree that consists of a node in tree and all of this node's descendants. The tree tree could also be considered as a subtree of itself.
 
","[{""example_text"":""\nInput: root = [3,4,5,1,2], subRoot = [4,1,2]\nOutput: true\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2021/04/28/subtree1-tree.jpg""},{""example_text"":""\nInput: root = [3,4,5,1,2,null,null,null,null,0], subRoot = [4,1,2]\nOutput: false\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2021/04/28/subtree2-tree.jpg""}]",subtree-of-another-tree,Subtree Of Another Tree
63b598468ad4593d6b7b021d,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""# Definition for a binary tree node.\n# class TreeNode:\n#     def __init__(self, x):\n#         self.val = x\n#         self.left = None\n#         self.right = None\n\nclass Solution:\n    def lowestCommonAncestor(self, root: 'TreeNode', p: 'TreeNode', q: 'TreeNode') -> 'TreeNode':\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * Definition for a binary tree node.\n * function TreeNode(val) {\n *     this.val = val;\n *     this.left = this.right = null;\n * }\n */\n\n/**\n * @param {TreeNode} root\n * @param {TreeNode} p\n * @param {TreeNode} q\n * @return {TreeNode}\n */\nvar lowestCommonAncestor = function(root, p, q) {\n    \n};""}]","

The number of nodes in the tree is in the range [2, 105].
-109 <= Node.val <= 109
All Node.val are unique.
p != q
p and q will exist in the BST.

",null,"Given a binary search tree (BST), find the lowest common ancestor (LCA) node of two given nodes in the BST.
According to the definition of LCA on Wikipedia: “The lowest common ancestor is defined between two nodes p and q as the lowest node in T that has both p and q as descendants (where we allow a node to be a descendant of itself).”
 
","[{""example_text"":""\nInput: root = [6,2,8,0,4,7,9,null,null,3,5], p = 2, q = 8\nOutput: 6\nExplanation: The LCA of nodes 2 and 8 is 6.\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2018/12/14/binarysearchtree_improved.png""},{""example_text"":""\nInput: root = [6,2,8,0,4,7,9,null,null,3,5], p = 2, q = 4\nOutput: 2\nExplanation: The LCA of nodes 2 and 4 is 2, since a node can be a descendant of itself according to the LCA definition.\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2018/12/14/binarysearchtree_improved.png""},{""example_text"":""\nInput: root = [2,1], p = 2, q = 1\nOutput: 2\n"",""example_img_source"":null}]",lowest-common-ancestor-of-a-binary-search-tree,Lowest Common Ancestor Of A Binary Search Tree
63b598478ad4593d6b7b021e,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""# Definition for a binary tree node.\n# class TreeNode:\n#     def __init__(self, val=0, left=None, right=None):\n#         self.val = val\n#         self.left = left\n#         self.right = right\nclass Solution:\n    def levelOrder(self, root: Optional[TreeNode]) -> List[List[int]]:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * Definition for a binary tree node.\n * function TreeNode(val, left, right) {\n *     this.val = (val===undefined ? 0 : val)\n *     this.left = (left===undefined ? null : left)\n *     this.right = (right===undefined ? null : right)\n * }\n */\n/**\n * @param {TreeNode} root\n * @return {number[][]}\n */\nvar levelOrder = function(root) {\n    \n};""}]","

The number of nodes in the tree is in the range [0, 2000].
-1000 <= Node.val <= 1000

",null,"Given the root of a binary tree, return the level order traversal of its nodes' values. (i.e., from left to right, level by level).
 
","[{""example_text"":""\nInput: root = [3,9,20,null,null,15,7]\nOutput: [[3],[9,20],[15,7]]\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2021/02/19/tree1.jpg""},{""example_text"":""\nInput: root = [1]\nOutput: [[1]]\n"",""example_img_source"":null},{""example_text"":""\nInput: root = []\nOutput: []\n"",""example_img_source"":null}]",binary-tree-level-order-traversal,Binary Tree Level Order Traversal
63b598488ad4593d6b7b021f,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""# Definition for a binary tree node.\n# class TreeNode:\n#     def __init__(self, val=0, left=None, right=None):\n#         self.val = val\n#         self.left = left\n#         self.right = right\nclass Solution:\n    def rightSideView(self, root: Optional[TreeNode]) -> List[int]:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * Definition for a binary tree node.\n * function TreeNode(val, left, right) {\n *     this.val = (val===undefined ? 0 : val)\n *     this.left = (left===undefined ? null : left)\n *     this.right = (right===undefined ? null : right)\n * }\n */\n/**\n * @param {TreeNode} root\n * @return {number[]}\n */\nvar rightSideView = function(root) {\n    \n};""}]","

The number of nodes in the tree is in the range [0, 100].
-100 <= Node.val <= 100

",null,"Given the root of a binary tree, imagine yourself standing on the right side of it, return the values of the nodes you can see ordered from top to bottom.
 
","[{""example_text"":""\nInput: root = [1,2,3,null,5,null,4]\nOutput: [1,3,4]\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2021/02/14/tree.jpg""},{""example_text"":""\nInput: root = [1,null,3]\nOutput: [1,3]\n"",""example_img_source"":null},{""example_text"":""\nInput: root = []\nOutput: []\n"",""example_img_source"":null}]",binary-tree-right-side-view,Binary Tree Right Side View
63b5984b8ad4593d6b7b0220,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""# Definition for a binary tree node.\n# class TreeNode:\n#     def __init__(self, val=0, left=None, right=None):\n#         self.val = val\n#         self.left = left\n#         self.right = right\nclass Solution:\n    def goodNodes(self, root: TreeNode) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * Definition for a binary tree node.\n * function TreeNode(val, left, right) {\n *     this.val = (val===undefined ? 0 : val)\n *     this.left = (left===undefined ? null : left)\n *     this.right = (right===undefined ? null : right)\n * }\n */\n/**\n * @param {TreeNode} root\n * @return {number}\n */\nvar goodNodes = function(root) {\n    \n};""}]","

The number of nodes in the binary tree is in the range [1, 10^5].
Each node's value is between [-10^4, 10^4].
",null,"Given a binary tree root, a node X in the tree is named good if in the path from root to X there are no nodes with a value greater than X.
Return the number of good nodes in the binary tree.
 
","[{""example_text"":""\r\nInput: root = [3,1,4,3,null,1,5]\r\nOutput: 4\r\nExplanation: Nodes in blue are good.\r\nRoot Node (3) is always a good node.\r\nNode 4 -> (3,4) is the maximum value in the path starting from the root.\r\nNode 5 -> (3,4,5) is the maximum value in the path\r\nNode 3 -> (3,1,3) is the maximum value in the path."",""example_img_source"":""https://assets.leetcode.com/uploads/2020/04/02/test_sample_1.png""},{""example_text"":""\r\nInput: root = [3,3,null,4,2]\r\nOutput: 3\r\nExplanation: Node 2 -> (3, 3, 2) is not good, because \""3\"" is higher than it."",""example_img_source"":""https://assets.leetcode.com/uploads/2020/04/02/test_sample_2.png""},{""example_text"":""\r\nInput: root = [1]\r\nOutput: 1\r\nExplanation: Root is considered as good."",""example_img_source"":null}]",count-good-nodes-in-binary-tree,Count Good Nodes In Binary Tree
63b5984c8ad4593d6b7b0221,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""# Definition for a binary tree node.\n# class TreeNode:\n#     def __init__(self, val=0, left=None, right=None):\n#         self.val = val\n#         self.left = left\n#         self.right = right\nclass Solution:\n    def isValidBST(self, root: Optional[TreeNode]) -> bool:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * Definition for a binary tree node.\n * function TreeNode(val, left, right) {\n *     this.val = (val===undefined ? 0 : val)\n *     this.left = (left===undefined ? null : left)\n *     this.right = (right===undefined ? null : right)\n * }\n */\n/**\n * @param {TreeNode} root\n * @return {boolean}\n */\nvar isValidBST = function(root) {\n    \n};""}]","

The number of nodes in the tree is in the range [1, 104].
-231 <= Node.val <= 231 - 1

",null,"Given the root of a binary tree, determine if it is a valid binary search tree (BST).
A valid BST is defined as follows:

The left subtree of a node contains only nodes with keys less than the node's key.
The right subtree of a node contains only nodes with keys greater than the node's key.
Both the left and right subtrees must also be binary search trees.

 
","[{""example_text"":""\nInput: root = [2,1,3]\nOutput: true\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2020/12/01/tree1.jpg""},{""example_text"":""\nInput: root = [5,1,4,null,null,3,6]\nOutput: false\nExplanation: The root node's value is 5 but its right child's value is 4.\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2020/12/01/tree2.jpg""}]",validate-binary-search-tree,Validate Binary Search Tree
63b5984c8ad4593d6b7b0222,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""# Definition for a binary tree node.\n# class TreeNode:\n#     def __init__(self, val=0, left=None, right=None):\n#         self.val = val\n#         self.left = left\n#         self.right = right\nclass Solution:\n    def kthSmallest(self, root: Optional[TreeNode], k: int) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * Definition for a binary tree node.\n * function TreeNode(val, left, right) {\n *     this.val = (val===undefined ? 0 : val)\n *     this.left = (left===undefined ? null : left)\n *     this.right = (right===undefined ? null : right)\n * }\n */\n/**\n * @param {TreeNode} root\n * @param {number} k\n * @return {number}\n */\nvar kthSmallest = function(root, k) {\n    \n};""}]","

The number of nodes in the tree is n.
1 <= k <= n <= 104
0 <= Node.val <= 104

 
Follow up: If the BST is modified often (i.e., we can do insert and delete operations) and you need to find the kth smallest frequently, how would you optimize?
",null,"Given the root of a binary search tree, and an integer k, return the kth smallest value (1-indexed) of all the values of the nodes in the tree.
 
","[{""example_text"":""\nInput: root = [3,1,4,null,2], k = 1\nOutput: 1\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2021/01/28/kthtree1.jpg""},{""example_text"":""\nInput: root = [5,3,6,2,4,null,null,1], k = 3\nOutput: 3\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2021/01/28/kthtree2.jpg""}]",kth-smallest-element-in-a-bst,Kth Smallest Element In A Bst
63b5984d8ad4593d6b7b0223,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""# Definition for a binary tree node.\n# class TreeNode:\n#     def __init__(self, val=0, left=None, right=None):\n#         self.val = val\n#         self.left = left\n#         self.right = right\nclass Solution:\n    def buildTree(self, preorder: List[int], inorder: List[int]) -> Optional[TreeNode]:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * Definition for a binary tree node.\n * function TreeNode(val, left, right) {\n *     this.val = (val===undefined ? 0 : val)\n *     this.left = (left===undefined ? null : left)\n *     this.right = (right===undefined ? null : right)\n * }\n */\n/**\n * @param {number[]} preorder\n * @param {number[]} inorder\n * @return {TreeNode}\n */\nvar buildTree = function(preorder, inorder) {\n    \n};""}]","

1 <= preorder.length <= 3000
inorder.length == preorder.length
-3000 <= preorder[i], inorder[i] <= 3000
preorder and inorder consist of unique values.
Each value of inorder also appears in preorder.
preorder is guaranteed to be the preorder traversal of the tree.
inorder is guaranteed to be the inorder traversal of the tree.

",null,"Given two integer arrays preorder and inorder where preorder is the preorder traversal of a binary tree and inorder is the inorder traversal of the same tree, construct and return the binary tree.
 
","[{""example_text"":""\nInput: preorder = [3,9,20,15,7], inorder = [9,3,15,20,7]\nOutput: [3,9,20,null,null,15,7]\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2021/02/19/tree.jpg""},{""example_text"":""\nInput: preorder = [-1], inorder = [-1]\nOutput: [-1]\n"",""example_img_source"":null}]",construct-binary-tree-from-preorder-and-inorder-traversal,Construct Binary Tree From Preorder And Inorder Traversal
63b5984e8ad4593d6b7b0224,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""# Definition for a binary tree node.\n# class TreeNode:\n#     def __init__(self, val=0, left=None, right=None):\n#         self.val = val\n#         self.left = left\n#         self.right = right\nclass Solution:\n    def maxPathSum(self, root: Optional[TreeNode]) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * Definition for a binary tree node.\n * function TreeNode(val, left, right) {\n *     this.val = (val===undefined ? 0 : val)\n *     this.left = (left===undefined ? null : left)\n *     this.right = (right===undefined ? null : right)\n * }\n */\n/**\n * @param {TreeNode} root\n * @return {number}\n */\nvar maxPathSum = function(root) {\n    \n};""}]","

The number of nodes in the tree is in the range [1, 3 * 104].
-1000 <= Node.val <= 1000

",null,"A path in a binary tree is a sequence of nodes where each pair of adjacent nodes in the sequence has an edge connecting them. A node can only appear in the sequence at most once. Note that the path does not need to pass through the root.
The path sum of a path is the sum of the node's values in the path.
Given the root of a binary tree, return the maximum path sum of any non-empty path.
 
","[{""example_text"":""\nInput: root = [1,2,3]\nOutput: 6\nExplanation: The optimal path is 2 -> 1 -> 3 with a path sum of 2 + 1 + 3 = 6.\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2020/10/13/exx1.jpg""},{""example_text"":""\nInput: root = [-10,9,20,null,null,15,7]\nOutput: 42\nExplanation: The optimal path is 15 -> 20 -> 7 with a path sum of 15 + 20 + 7 = 42.\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2020/10/13/exx2.jpg""}]",binary-tree-maximum-path-sum,Binary Tree Maximum Path Sum
63b5984f8ad4593d6b7b0225,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""# Definition for a binary tree node.\n# class TreeNode(object):\n#     def __init__(self, x):\n#         self.val = x\n#         self.left = None\n#         self.right = None\n\nclass Codec:\n\n    def serialize(self, root):\n        \""\""\""Encodes a tree to a single string.\n        \n        :type root: TreeNode\n        :rtype: str\n        \""\""\""\n        \n\n    def deserialize(self, data):\n        \""\""\""Decodes your encoded data to tree.\n        \n        :type data: str\n        :rtype: TreeNode\n        \""\""\""\n        \n\n# Your Codec object will be instantiated and called as such:\n# ser = Codec()\n# deser = Codec()\n# ans = deser.deserialize(ser.serialize(root))""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * Definition for a binary tree node.\n * function TreeNode(val) {\n *     this.val = val;\n *     this.left = this.right = null;\n * }\n */\n\n/**\n * Encodes a tree to a single string.\n *\n * @param {TreeNode} root\n * @return {string}\n */\nvar serialize = function(root) {\n    \n};\n\n/**\n * Decodes your encoded data to tree.\n *\n * @param {string} data\n * @return {TreeNode}\n */\nvar deserialize = function(data) {\n    \n};\n\n/**\n * Your functions will be called as such:\n * deserialize(serialize(root));\n */""}]","

The number of nodes in the tree is in the range [0, 104].
-1000 <= Node.val <= 1000

",null,"Serialization is the process of converting a data structure or object into a sequence of bits so that it can be stored in a file or memory buffer, or transmitted across a network connection link to be reconstructed later in the same or another computer environment.
Design an algorithm to serialize and deserialize a binary tree. There is no restriction on how your serialization/deserialization algorithm should work. You just need to ensure that a binary tree can be serialized to a string and this string can be deserialized to the original tree structure.
Clarification: The input/output format is the same as how LeetCode serializes a binary tree. You do not necessarily need to follow this format, so please be creative and come up with different approaches yourself.
 
","[{""example_text"":""\nInput: root = [1,2,3,null,null,4,5]\nOutput: [1,2,3,null,null,4,5]\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2020/09/15/serdeser.jpg""},{""example_text"":""\nInput: root = []\nOutput: []\n"",""example_img_source"":null}]",serialize-and-deserialize-binary-tree,Serialize And Deserialize Binary Tree
63b598508ad4593d6b7b0226,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Trie:\n\n    def __init__(self):\n        \n\n    def insert(self, word: str) -> None:\n        \n\n    def search(self, word: str) -> bool:\n        \n\n    def startsWith(self, prefix: str) -> bool:\n        \n\n\n# Your Trie object will be instantiated and called as such:\n# obj = Trie()\n# obj.insert(word)\n# param_2 = obj.search(word)\n# param_3 = obj.startsWith(prefix)""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""\nvar Trie = function() {\n    \n};\n\n/** \n * @param {string} word\n * @return {void}\n */\nTrie.prototype.insert = function(word) {\n    \n};\n\n/** \n * @param {string} word\n * @return {boolean}\n */\nTrie.prototype.search = function(word) {\n    \n};\n\n/** \n * @param {string} prefix\n * @return {boolean}\n */\nTrie.prototype.startsWith = function(prefix) {\n    \n};\n\n/** \n * Your Trie object will be instantiated and called as such:\n * var obj = new Trie()\n * obj.insert(word)\n * var param_2 = obj.search(word)\n * var param_3 = obj.startsWith(prefix)\n */""}]","

1 <= word.length, prefix.length <= 2000
word and prefix consist only of lowercase English letters.
At most 3 * 104 calls in total will be made to insert, search, and startsWith.

",null,"A trie (pronounced as ""try"") or prefix tree is a tree data structure used to efficiently store and retrieve keys in a dataset of strings. There are various applications of this data structure, such as autocomplete and spellchecker.
Implement the Trie class:

Trie() Initializes the trie object.
void insert(String word) Inserts the string word into the trie.
boolean search(String word) Returns true if the string word is in the trie (i.e., was inserted before), and false otherwise.
boolean startsWith(String prefix) Returns true if there is a previously inserted string word that has the prefix prefix, and false otherwise.

 
","[{""example_text"":""\nInput\n[\""Trie\"", \""insert\"", \""search\"", \""search\"", \""startsWith\"", \""insert\"", \""search\""]\n[[], [\""apple\""], [\""apple\""], [\""app\""], [\""app\""], [\""app\""], [\""app\""]]\nOutput\n[null, null, true, false, true, null, true]\n\nExplanation\nTrie trie = new Trie();\ntrie.insert(\""apple\"");\ntrie.search(\""apple\"");   // return True\ntrie.search(\""app\"");     // return False\ntrie.startsWith(\""app\""); // return True\ntrie.insert(\""app\"");\ntrie.search(\""app\"");     // return True\n"",""example_img_source"":null}]",implement-trie-prefix-tree,Implement Trie Prefix Tree
63b598518ad4593d6b7b0227,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class WordDictionary:\n\n    def __init__(self):\n        \n\n    def addWord(self, word: str) -> None:\n        \n\n    def search(self, word: str) -> bool:\n        \n\n\n# Your WordDictionary object will be instantiated and called as such:\n# obj = WordDictionary()\n# obj.addWord(word)\n# param_2 = obj.search(word)""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""\nvar WordDictionary = function() {\n    \n};\n\n/** \n * @param {string} word\n * @return {void}\n */\nWordDictionary.prototype.addWord = function(word) {\n    \n};\n\n/** \n * @param {string} word\n * @return {boolean}\n */\nWordDictionary.prototype.search = function(word) {\n    \n};\n\n/** \n * Your WordDictionary object will be instantiated and called as such:\n * var obj = new WordDictionary()\n * obj.addWord(word)\n * var param_2 = obj.search(word)\n */""}]","

1 <= word.length <= 25
word in addWord consists of lowercase English letters.
word in search consist of '.' or lowercase English letters.
There will be at most 3 dots in word for search queries.
At most 104 calls will be made to addWord and search.

",null,"Design a data structure that supports adding new words and finding if a string matches any previously added string.
Implement the WordDictionary class:

WordDictionary() Initializes the object.
void addWord(word) Adds word to the data structure, it can be matched later.
bool search(word) Returns true if there is any string in the data structure that matches word or false otherwise. word may contain dots '.' where dots can be matched with any letter.

 
","[{""example_text"":""\nInput\n[\""WordDictionary\"",\""addWord\"",\""addWord\"",\""addWord\"",\""search\"",\""search\"",\""search\"",\""search\""]\n[[],[\""bad\""],[\""dad\""],[\""mad\""],[\""pad\""],[\""bad\""],[\"".ad\""],[\""b..\""]]\nOutput\n[null,null,null,null,false,true,true,true]\n\nExplanation\nWordDictionary wordDictionary = new WordDictionary();\nwordDictionary.addWord(\""bad\"");\nwordDictionary.addWord(\""dad\"");\nwordDictionary.addWord(\""mad\"");\nwordDictionary.search(\""pad\""); // return False\nwordDictionary.search(\""bad\""); // return True\nwordDictionary.search(\"".ad\""); // return True\nwordDictionary.search(\""b..\""); // return True\n"",""example_img_source"":null}]",design-add-and-search-words-data-structure,Design Add And Search Words Data Structure
63b598518ad4593d6b7b0228,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def findWords(self, board: List[List[str]], words: List[str]) -> List[str]:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {character[][]} board\n * @param {string[]} words\n * @return {string[]}\n */\nvar findWords = function(board, words) {\n    \n};""}]","

m == board.length
n == board[i].length
1 <= m, n <= 12
board[i][j] is a lowercase English letter.
1 <= words.length <= 3 * 104
1 <= words[i].length <= 10
words[i] consists of lowercase English letters.
All the strings of words are unique.

",null,"Given an m x n board of characters and a list of strings words, return all words on the board.
Each word must be constructed from letters of sequentially adjacent cells, where adjacent cells are horizontally or vertically neighboring. The same letter cell may not be used more than once in a word.
 
","[{""example_text"":""\nInput: board = [[\""o\"",\""a\"",\""a\"",\""n\""],[\""e\"",\""t\"",\""a\"",\""e\""],[\""i\"",\""h\"",\""k\"",\""r\""],[\""i\"",\""f\"",\""l\"",\""v\""]], words = [\""oath\"",\""pea\"",\""eat\"",\""rain\""]\nOutput: [\""eat\"",\""oath\""]\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2020/11/07/search1.jpg""},{""example_text"":""\nInput: board = [[\""a\"",\""b\""],[\""c\"",\""d\""]], words = [\""abcb\""]\nOutput: []\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2020/11/07/search2.jpg""}]",word-search-ii,Word Search Ii
63b598528ad4593d6b7b0229,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class KthLargest:\n\n    def __init__(self, k: int, nums: List[int]):\n        \n\n    def add(self, val: int) -> int:\n        \n\n\n# Your KthLargest object will be instantiated and called as such:\n# obj = KthLargest(k, nums)\n# param_1 = obj.add(val)""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number} k\n * @param {number[]} nums\n */\nvar KthLargest = function(k, nums) {\n    \n};\n\n/** \n * @param {number} val\n * @return {number}\n */\nKthLargest.prototype.add = function(val) {\n    \n};\n\n/** \n * Your KthLargest object will be instantiated and called as such:\n * var obj = new KthLargest(k, nums)\n * var param_1 = obj.add(val)\n */""}]","

1 <= k <= 104
0 <= nums.length <= 104
-104 <= nums[i] <= 104
-104 <= val <= 104
At most 104 calls will be made to add.
It is guaranteed that there will be at least k elements in the array when you search for the kth element.

",null,"Design a class to find the kth largest element in a stream. Note that it is the kth largest element in the sorted order, not the kth distinct element.
Implement KthLargest class:

KthLargest(int k, int[] nums) Initializes the object with the integer k and the stream of integers nums.
int add(int val) Appends the integer val to the stream and returns the element representing the kth largest element in the stream.

 
","[{""example_text"":""\nInput\n[\""KthLargest\"", \""add\"", \""add\"", \""add\"", \""add\"", \""add\""]\n[[3, [4, 5, 8, 2]], [3], [5], [10], [9], [4]]\nOutput\n[null, 4, 5, 5, 8, 8]\n\nExplanation\nKthLargest kthLargest = new KthLargest(3, [4, 5, 8, 2]);\nkthLargest.add(3);   // return 4\nkthLargest.add(5);   // return 5\nkthLargest.add(10);  // return 5\nkthLargest.add(9);   // return 8\nkthLargest.add(4);   // return 8\n"",""example_img_source"":null}]",kth-largest-element-in-a-stream,Kth Largest Element In A Stream
63b598538ad4593d6b7b022a,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def lastStoneWeight(self, stones: List[int]) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number[]} stones\n * @return {number}\n */\nvar lastStoneWeight = function(stones) {\n    \n};""}]","

1 <= stones.length <= 30
1 <= stones[i] <= 1000

",null,"You are given an array of integers stones where stones[i] is the weight of the ith stone.
We are playing a game with the stones. On each turn, we choose the heaviest two stones and smash them together. Suppose the heaviest two stones have weights x and y with x <= y. The result of this smash is:

If x == y, both stones are destroyed, and
If x != y, the stone of weight x is destroyed, and the stone of weight y has new weight y - x.

At the end of the game, there is at most one stone left.
Return the weight of the last remaining stone. If there are no stones left, return 0.
 
","[{""example_text"":""\nInput: stones = [2,7,4,1,8,1]\nOutput: 1\nExplanation: \nWe combine 7 and 8 to get 1 so the array converts to [2,4,1,1,1] then,\nwe combine 2 and 4 to get 2 so the array converts to [2,1,1,1] then,\nwe combine 2 and 1 to get 1 so the array converts to [1,1,1] then,\nwe combine 1 and 1 to get 0 so the array converts to [1] then that's the value of the last stone.\n"",""example_img_source"":null},{""example_text"":""\nInput: stones = [1]\nOutput: 1\n"",""example_img_source"":null}]",last-stone-weight,Last Stone Weight
63b598548ad4593d6b7b022b,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def kClosest(self, points: List[List[int]], k: int) -> List[List[int]]:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number[][]} points\n * @param {number} k\n * @return {number[][]}\n */\nvar kClosest = function(points, k) {\n    \n};""}]","

1 <= k <= points.length <= 104
-104 < xi, yi < 104

",null,"Given an array of points where points[i] = [xi, yi] represents a point on the X-Y plane and an integer k, return the k closest points to the origin (0, 0).
The distance between two points on the X-Y plane is the Euclidean distance (i.e., √(x1 - x2)2 + (y1 - y2)2).
You may return the answer in any order. The answer is guaranteed to be unique (except for the order that it is in).
 
","[{""example_text"":""\nInput: points = [[1,3],[-2,2]], k = 1\nOutput: [[-2,2]]\nExplanation:\nThe distance between (1, 3) and the origin is sqrt(10).\nThe distance between (-2, 2) and the origin is sqrt(8).\nSince sqrt(8) < sqrt(10), (-2, 2) is closer to the origin.\nWe only want the closest k = 1 points from the origin, so the answer is just [[-2,2]].\n"",""example_img_source"":""https://assets.leetcode.com/uploads/2021/03/03/closestplane1.jpg""},{""example_text"":""\nInput: points = [[3,3],[5,-1],[-2,4]], k = 2\nOutput: [[3,3],[-2,4]]\nExplanation: The answer [[-2,4],[3,3]] would also be accepted.\n"",""example_img_source"":null}]",k-closest-points-to-origin,K Closest Points To Origin
63b598558ad4593d6b7b022c,"[{""lang"":""Python3"",""langSlug"":""python3"",""code"":""class Solution:\n    def findKthLargest(self, nums: List[int], k: int) -> int:\n        ""},{""lang"":""JavaScript"",""langSlug"":""javascript"",""code"":""/**\n * @param {number[]} nums\n * @param {number} k\n * @return {number}\n */\nvar findKthLargest = function(nums, k) {\n    \n};""}]","

1 <= k <= nums.length <= 105
-104 <= nums[i] <= 104

",null,"Given an integer array nums and an integer k, return the kth largest element in the array.
Note that it is the kth largest element in the sorted order, not the kth distinct element.
You must solve it in O(n) time complexity.
 
","[{""example_text"":""Input: nums = [3,2,1,5,6,4], k = 2\nOutput: 5\n"",""example_img_source"":null},{""example_text"":""Input: nums = [3,2,3,1,2,4,5,5,6], k = 4\nOutput: 4\n"",""example_img_source"":null}]",kth-largest-element-in-an-array,Kth Largest Element In An Array
